"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","PUS3","0.957","2.610","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","PCDHB7","0.458","2.610","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","ADAM19","-0.538","-2.609","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","APOBEC2","0.649","2.609","False"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","TAS2R16","0.458","2.609","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","ZNF691","-0.368","-2.609","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","PIDD1","-0.956","-2.608","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","CCDC30","-0.648","-2.608","False"
"Chordoma","","","GSE86036","MicroArray","GPL17692","MYH2","0.537","2.607","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","ZKSCAN4","-0.368","-2.607","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","SLC6A11","-0.686","-2.606","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","NMI","0.955","2.606","True"
