"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","VCL","-3.839","-3.507","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","LAIR1","2.100","3.507","True"
"Macrophage","","","GSE49240","MicroArray","GPL10558","SHROOM4","-0.320","-3.506","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","SPINK2","-3.150","-3.505","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","MARCKS","1.781","3.505","True"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","MSC","1.273","3.505","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","LINC01549","-0.662","-3.504","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","TEX2","0.780","3.504","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","SCO2","-1.608","-3.503","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","TOP2A","1.607","3.502","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","CTSD","0.662","3.502","True"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","MARCKSL1","-3.834","-3.502","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","PNP","-1.779","-3.501","True"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","RNASE2","-3.146","-3.501","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","CASS4","-2.096","-3.500","True"
"Monocyte","","","GSE123573","RNASeq","","HLA-DPB1","-1.197","-3.500","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","DPP4","-0.779","-3.499","False"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","MAPKAPK2","1.271","3.499","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","BID","-2.095","-3.498","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","PPA1","-1.777","-3.498","True"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ACOT13","3.828","3.497","False"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","UBAP2","-0.968","-3.497","True"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","MXD4","-1.270","-3.496","False"
"Cd14Pos_Monocyte","72h","","GSE96703","MicroArray","GPL6947","SC5D","2.534","3.496","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","GABBR1","-0.778","-3.495","False"
"Monocyte","","","GSE123573","RNASeq","","BOP1","1.195","3.495","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ASGR2","-3.825","-3.494","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","VCAN","-0.778","-3.493","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","TAS2R20","-0.778","-3.492","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","ANXA2","3.138","3.492","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","TTC7B","0.778","3.492","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","TREML2","-0.660","-3.492","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","CCL2","2.091","3.492","True"
"Monocyte","","","GSE123573","RNASeq","","ENC1","1.193","3.490","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","CELSR1","3.136","3.489","True"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","REC8","-3.274","-3.489","False"
"Macrophage","","","GSE49240","MicroArray","GPL10558","ACADVL","0.318","3.488","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ALDH7A1","3.818","3.488","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","FBXW2","-0.659","-3.487","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","AKAP7","2.087","3.486","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","IL27RA","-2.087","-3.485","True"
"Monocyte","","","GSE37356","MicroArray","GPL10558","SMAD3","-1.599","-3.485","False"
