"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","TGFBR3","-0.759","-3.500","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","IL18","-0.394","-3.498","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","POGK","0.528","3.497","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","CDS2","0.527","3.494","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","GNG4","-1.040","-3.493","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","ANXA3","-0.526","-3.489","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","KDM4C","-0.526","-3.488","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","PARP15","0.756","3.488","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","AFG3L1P","-0.392","-3.486","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","P2RY14","0.756","3.485","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","DPEP2","-0.392","-3.485","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","KRT17","1.037","3.484","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","ATIC","0.755","3.484","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","RALGDS","-0.392","-3.482","False"
